datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,1,PJM-RTO,,,ZONE,,16.150000,16.182100,0.018279,0.010489,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,3,MID-ATL/APS,,,ZONE,,16.150000,15.896378,-0.294910,0.037955,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51291,AECO,,,ZONE,,16.150000,15.776210,-0.425104,0.047980,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51292,BGE,,,ZONE,,16.150000,16.380149,-0.263607,0.490422,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51293,DPL,,,ZONE,,16.150000,15.869310,-0.452904,0.168880,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51295,JCPL,,,ZONE,,16.150000,15.790197,-0.389782,0.026646,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51296,METED,,,ZONE,,16.150000,15.296212,-0.655243,-0.201878,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51297,PECO,,,ZONE,,16.150000,15.486045,-0.477795,-0.189493,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51298,PEPCO,,,ZONE,,16.150000,16.430254,-0.156886,0.433807,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51299,PPL,,,ZONE,,16.150000,14.514132,-1.323598,-0.315604,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51300,PENELEC,,,ZONE,,16.150000,17.906330,1.600733,0.152264,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,51301,PSEG,,,ZONE,,16.150000,16.096362,-0.077410,0.020438,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,7633629,RECO,,,ZONE,,16.150000,17.871347,1.598683,0.119331,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,8394954,APS,,,ZONE,,16.150000,16.056139,-0.052937,-0.044257,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,8445784,AEP,,,ZONE,,16.150000,16.363752,0.280992,-0.070574,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,33092371,COMED,,,ZONE,,16.150000,16.033175,0.380365,-0.500524,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,34508503,DAY,,,ZONE,,16.150000,16.924669,0.311791,0.459545,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,34964545,DOM,,,ZONE,,16.150000,16.581324,-0.022683,0.450674,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,37737283,DUQ,,,ZONE,,16.150000,15.992858,0.164415,-0.324890,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,116013753,ATSI,,,ZONE,,16.150000,16.360123,0.338623,-0.131833,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,124076095,DEOK,,,ZONE,,16.150000,16.546381,0.300873,0.092175,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,970242670,EKPC,,,ZONE,,16.150000,16.434199,0.284307,-0.003442,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,1709725933,OVEC,,,ZONE,,16.150000,16.135833,0.264167,-0.281667,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,1,PJM-RTO,,,ZONE,,20.880000,20.948772,0.053856,0.013250,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,3,MID-ATL/APS,,,ZONE,,20.880000,20.026040,-0.832377,-0.023251,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51291,AECO,,,ZONE,,20.880000,19.596671,-1.209417,-0.075578,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51292,BGE,,,ZONE,,20.880000,20.648319,-0.751581,0.518233,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51293,DPL,,,ZONE,,20.880000,19.585960,-1.289048,-0.006659,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51295,JCPL,,,ZONE,,20.880000,19.719297,-1.111783,-0.050586,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51296,METED,,,ZONE,,20.880000,18.682092,-1.860221,-0.339353,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51297,PECO,,,ZONE,,20.880000,19.162395,-1.359031,-0.360241,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51298,PEPCO,,,ZONE,,20.880000,20.902806,-0.448597,0.469736,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51299,PPL,,,ZONE,,20.880000,16.667641,-3.755077,-0.458949,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51300,PENELEC,,,ZONE,,20.880000,25.689519,4.538098,0.269754,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51301,PSEG,,,ZONE,,20.880000,20.634908,-0.217794,-0.028965,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,7633629,RECO,,,ZONE,,20.880000,25.573905,4.529977,0.162261,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,8394954,APS,,,ZONE,,20.880000,20.680965,-0.155545,-0.045157,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,8445784,AEP,,,ZONE,,20.880000,21.674850,0.796071,-0.002887,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,33092371,COMED,,,ZONE,,20.880000,21.368021,1.076965,-0.590610,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,34508503,DAY,,,ZONE,,20.880000,22.405200,0.881049,0.642485,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,34964545,DOM,,,ZONE,,20.880000,21.383174,-0.068690,0.570197,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,37737283,DUQ,,,ZONE,,20.880000,20.942973,0.463108,-0.401802,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,116013753,ATSI,,,ZONE,,20.880000,21.737627,0.955302,-0.099342,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,124076095,DEOK,,,ZONE,,20.880000,21.893812,0.851783,0.160362,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,970242670,EKPC,,,ZONE,,20.880000,21.735821,0.803038,0.051116,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,1709725933,OVEC,,,ZONE,,20.880000,21.355833,0.748333,-0.274167,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,1,PJM-RTO,,,ZONE,,15.570000,15.664565,0.086831,0.009401,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,3,MID-ATL/APS,,,ZONE,,15.570000,14.213703,-1.296160,-0.058470,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51291,AECO,,,ZONE,,15.570000,13.550254,-1.890445,-0.127634,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51292,BGE,,,ZONE,,15.570000,14.753740,-1.175580,0.360987,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51293,DPL,,,ZONE,,15.570000,13.458893,-2.015010,-0.094430,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51295,JCPL,,,ZONE,,15.570000,13.743529,-1.735755,-0.089050,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51296,METED,,,ZONE,,15.570000,12.358538,-2.910089,-0.299706,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51297,PECO,,,ZONE,,15.570000,13.120889,-2.122614,-0.324831,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51298,PEPCO,,,ZONE,,15.570000,15.180671,-0.702110,0.314448,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51299,PPL,,,ZONE,,15.570000,9.336209,-5.860493,-0.371631,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51300,PENELEC,,,ZONE,,15.570000,22.829237,7.083388,0.177516,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51301,PSEG,,,ZONE,,15.570000,15.165573,-0.333653,-0.069107,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,7633629,RECO,,,ZONE,,15.570000,22.733525,7.077849,0.087342,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,8394954,APS,,,ZONE,,15.570000,15.261192,-0.259282,-0.047860,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,8445784,AEP,,,ZONE,,15.570000,16.848533,1.241878,0.038322,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,33092371,COMED,,,ZONE,,15.570000,16.908111,1.679315,-0.339537,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,34508503,DAY,,,ZONE,,15.570000,17.452979,1.373627,0.511019,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,34964545,DOM,,,ZONE,,15.570000,15.839146,-0.114006,0.384818,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,37737283,DUQ,,,ZONE,,15.570000,15.976343,0.720982,-0.312973,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,116013753,ATSI,,,ZONE,,15.570000,17.016558,1.505585,-0.057360,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,124076095,DEOK,,,ZONE,,15.570000,17.059404,1.327811,0.163260,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,970242670,EKPC,,,ZONE,,15.570000,16.927479,1.246374,0.112772,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,1709725933,OVEC,,,ZONE,,15.570000,16.572500,1.167500,-0.163333,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,1,PJM-RTO,,,ZONE,,15.220000,15.400947,0.173208,0.011073,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,3,MID-ATL/APS,,,ZONE,,15.220000,12.678095,-2.503033,-0.035539,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51291,AECO,,,ZONE,,15.220000,11.464055,-3.658390,-0.094222,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51292,BGE,,,ZONE,,15.220000,13.274558,-2.275502,0.333393,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51293,DPL,,,ZONE,,15.220000,11.229699,-3.898747,-0.088221,True,1
