datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,34508503,DAY,,,ZONE,,19.68,20.243726,-0.085553,0.649279,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,34964545,DOM,,,ZONE,,19.68,20.151941,-0.136672,0.608613,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,37737283,DUQ,,,ZONE,,19.68,19.211719,-0.170000,-0.298281,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,116013753,ATSI,,,ZONE,,19.68,19.779642,0.143012,-0.043370,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,124076095,DEOK,,,ZONE,,19.68,19.913575,-0.015501,0.249076,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,970242670,EKPC,,,ZONE,,19.68,19.645713,0.060340,-0.094627,True,1
6/27/2023 4:00:00 AM,6/27/2023 12:00:00 AM,1709725933,OVEC,,,ZONE,,19.68,19.340000,-0.100000,-0.240000,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,1,PJM-RTO,,,ZONE,,17.93,17.899511,-0.021219,-0.009270,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,3,MID-ATL/APS,,,ZONE,,17.93,17.402289,-0.797696,0.269985,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51291,AECO,,,ZONE,,17.93,17.548641,-0.200000,-0.181359,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51292,BGE,,,ZONE,,17.93,18.119811,-0.200000,0.389811,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51293,DPL,,,ZONE,,17.93,17.588424,-0.200000,-0.141576,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51295,JCPL,,,ZONE,,17.93,17.611016,-0.200000,-0.118984,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51296,METED,,,ZONE,,17.93,17.255958,-0.236870,-0.437172,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51297,PECO,,,ZONE,,17.93,17.303911,-0.200000,-0.426089,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51298,PEPCO,,,ZONE,,17.93,18.141072,-0.200000,0.411072,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51299,PPL,,,ZONE,,17.93,16.158639,-1.182838,-0.588523,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51300,PENELEC,,,ZONE,,17.93,20.131885,2.199434,0.002451,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,51301,PSEG,,,ZONE,,17.93,17.660481,-0.194767,-0.074752,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,7633629,RECO,,,ZONE,,17.93,20.393463,2.467258,-0.003795,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,8394954,APS,,,ZONE,,17.93,17.627976,-0.276616,-0.025408,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,8445784,AEP,,,ZONE,,17.93,18.033664,0.081125,0.022539,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,33092371,COMED,,,ZONE,,17.93,18.258392,0.889663,-0.561271,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,34508503,DAY,,,ZONE,,17.93,18.338003,-0.200000,0.608003,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,34964545,DOM,,,ZONE,,17.93,18.228131,-0.200000,0.498131,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,37737283,DUQ,,,ZONE,,17.93,17.396828,-0.200000,-0.333172,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,116013753,ATSI,,,ZONE,,17.93,18.032087,0.113816,-0.011729,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,124076095,DEOK,,,ZONE,,17.93,17.983409,-0.200000,0.253409,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,970242670,EKPC,,,ZONE,,17.93,17.688899,-0.200000,-0.041101,True,1
6/27/2023 5:00:00 AM,6/27/2023 1:00:00 AM,1709725933,OVEC,,,ZONE,,17.93,17.530000,-0.200000,-0.200000,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,1,PJM-RTO,,,ZONE,,15.84,15.712058,-0.068280,-0.059662,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,3,MID-ATL/APS,,,ZONE,,15.84,15.056628,-0.974186,0.190814,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51291,AECO,,,ZONE,,15.84,15.432969,-0.190000,-0.217031,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51292,BGE,,,ZONE,,15.84,15.975715,-0.190000,0.325715,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51293,DPL,,,ZONE,,15.84,15.408916,-0.190000,-0.241084,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51295,JCPL,,,ZONE,,15.84,15.535990,-0.190000,-0.114010,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51296,METED,,,ZONE,,15.84,15.207413,-0.225169,-0.407418,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51297,PECO,,,ZONE,,15.84,15.232711,-0.190000,-0.417289,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51298,PEPCO,,,ZONE,,15.84,16.016159,-0.190000,0.366159,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51299,PPL,,,ZONE,,15.84,14.187280,-1.123181,-0.529539,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51300,PENELEC,,,ZONE,,15.84,17.910273,2.090961,-0.020688,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,51301,PSEG,,,ZONE,,15.84,15.572258,-0.185013,-0.082729,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,7633629,RECO,,,ZONE,,15.84,18.163149,2.344884,-0.021735,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,8394954,APS,,,ZONE,,15.84,15.560656,-0.262641,-0.016703,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,8445784,AEP,,,ZONE,,15.84,15.937583,0.077764,0.019819,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,33092371,COMED,,,ZONE,,15.84,16.193647,0.848933,-0.495286,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,34508503,DAY,,,ZONE,,15.84,16.168382,-0.190000,0.518382,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,34964545,DOM,,,ZONE,,15.84,16.130644,-0.190000,0.480644,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,37737283,DUQ,,,ZONE,,15.84,15.365302,-0.190000,-0.284698,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,116013753,ATSI,,,ZONE,,15.84,15.938261,0.108739,-0.010478,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,124076095,DEOK,,,ZONE,,15.84,15.866422,-0.190000,0.216422,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,970242670,EKPC,,,ZONE,,15.84,15.605266,-0.190000,-0.044734,True,1
6/27/2023 6:00:00 AM,6/27/2023 2:00:00 AM,1709725933,OVEC,,,ZONE,,15.84,15.480000,-0.190000,-0.170000,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,1,PJM-RTO,,,ZONE,,15.41,15.221274,-0.101628,-0.087098,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,3,MID-ATL/APS,,,ZONE,,15.41,14.342204,-1.254386,0.186591,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51291,AECO,,,ZONE,,15.41,14.986980,-0.210000,-0.213020,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51292,BGE,,,ZONE,,15.41,15.512524,-0.210000,0.312524,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51293,DPL,,,ZONE,,15.41,14.970380,-0.210000,-0.229620,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51295,JCPL,,,ZONE,,15.41,15.090089,-0.210000,-0.109911,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51296,METED,,,ZONE,,15.41,14.770411,-0.248572,-0.391017,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51297,PECO,,,ZONE,,15.41,14.805983,-0.210000,-0.394017,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51298,PEPCO,,,ZONE,,15.41,15.551960,-0.210000,0.351960,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51299,PPL,,,ZONE,,15.41,13.668780,-1.234259,-0.506961,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51300,PENELEC,,,ZONE,,15.41,17.721466,2.295827,0.015639,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,51301,PSEG,,,ZONE,,15.41,15.127271,-0.204521,-0.078208,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,7633629,RECO,,,ZONE,,15.41,17.969633,2.579016,-0.019383,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,8394954,APS,,,ZONE,,15.41,15.104185,-0.289742,-0.016073,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,8445784,AEP,,,ZONE,,15.41,15.502790,0.084422,0.008368,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,33092371,COMED,,,ZONE,,15.41,15.828186,0.931315,-0.513129,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,34508503,DAY,,,ZONE,,15.41,15.679613,-0.210000,0.479613,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,34964545,DOM,,,ZONE,,15.41,15.666240,-0.210000,0.466240,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,37737283,DUQ,,,ZONE,,15.41,14.927961,-0.210000,-0.272039,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,116013753,ATSI,,,ZONE,,15.41,15.518860,0.118464,-0.009604,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,124076095,DEOK,,,ZONE,,15.41,15.386156,-0.210000,0.186156,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,970242670,EKPC,,,ZONE,,15.41,15.144566,-0.210000,-0.055434,True,1
6/27/2023 7:00:00 AM,6/27/2023 3:00:00 AM,1709725933,OVEC,,,ZONE,,15.41,15.030000,-0.210000,-0.170000,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,1,PJM-RTO,,,ZONE,,15.51,15.302051,-0.114183,-0.093766,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,3,MID-ATL/APS,,,ZONE,,15.51,14.228531,-1.530846,0.249378,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51291,AECO,,,ZONE,,15.51,15.102900,-0.240000,-0.167100,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51292,BGE,,,ZONE,,15.51,15.619463,-0.240000,0.349463,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51293,DPL,,,ZONE,,15.51,15.101197,-0.240000,-0.168803,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51295,JCPL,,,ZONE,,15.51,15.204724,-0.240000,-0.065276,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51296,METED,,,ZONE,,15.51,14.875181,-0.283376,-0.351443,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51297,PECO,,,ZONE,,15.51,14.916002,-0.240000,-0.353998,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51298,PEPCO,,,ZONE,,15.51,15.656680,-0.240000,0.386680,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51299,PPL,,,ZONE,,15.51,13.644080,-1.397346,-0.468574,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51300,PENELEC,,,ZONE,,15.51,18.163901,2.597170,0.056731,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,51301,PSEG,,,ZONE,,15.51,15.240938,-0.233819,-0.035243,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,7633629,RECO,,,ZONE,,15.51,18.444005,2.916985,0.017020,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,8394954,APS,,,ZONE,,15.51,15.186079,-0.329922,0.006001,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,8445784,AEP,,,ZONE,,15.51,15.595364,0.093812,-0.008448,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,33092371,COMED,,,ZONE,,15.51,15.991298,1.054946,-0.573648,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,34508503,DAY,,,ZONE,,15.51,15.724615,-0.240000,0.454615,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,34964545,DOM,,,ZONE,,15.51,15.754058,-0.240000,0.484058,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,37737283,DUQ,,,ZONE,,15.51,15.017026,-0.240000,-0.252974,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,116013753,ATSI,,,ZONE,,15.51,15.649473,0.132206,0.007267,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,124076095,DEOK,,,ZONE,,15.51,15.421603,-0.240000,0.151603,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,970242670,EKPC,,,ZONE,,15.51,15.177479,-0.240000,-0.092521,True,1
6/27/2023 8:00:00 AM,6/27/2023 4:00:00 AM,1709725933,OVEC,,,ZONE,,15.51,15.080000,-0.240000,-0.190000,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,1,PJM-RTO,,,ZONE,,18.52,18.468745,0.067313,-0.118568,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,3,MID-ATL/APS,,,ZONE,,18.52,17.996429,-0.918254,0.394683,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51291,AECO,,,ZONE,,18.52,16.908208,-1.502574,-0.109218,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51292,BGE,,,ZONE,,18.52,19.805899,0.806034,0.479865,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51293,DPL,,,ZONE,,18.52,16.558893,-1.892187,-0.068920,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51295,JCPL,,,ZONE,,18.52,17.288983,-1.234103,0.003086,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51296,METED,,,ZONE,,18.52,17.642802,-0.538793,-0.338405,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51297,PECO,,,ZONE,,18.52,16.454752,-1.723792,-0.341456,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51298,PEPCO,,,ZONE,,18.52,19.541559,0.510214,0.511345,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51299,PPL,,,ZONE,,18.52,16.306002,-1.736329,-0.477669,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51300,PENELEC,,,ZONE,,18.52,20.795357,2.158285,0.117072,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,51301,PSEG,,,ZONE,,18.52,17.325023,-1.233930,0.038953,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,7633629,RECO,,,ZONE,,18.52,20.365716,1.750419,0.095297,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,8394954,APS,,,ZONE,,18.52,18.534021,-0.010963,0.024984,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,8445784,AEP,,,ZONE,,18.52,18.796768,0.334457,-0.057689,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,33092371,COMED,,,ZONE,,18.52,18.914457,1.160894,-0.766437,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,34508503,DAY,,,ZONE,,18.52,19.052264,0.028908,0.503356,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,34964545,DOM,,,ZONE,,18.52,19.425148,0.317292,0.587856,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,37737283,DUQ,,,ZONE,,18.52,18.158801,-0.030000,-0.331199,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,116013753,ATSI,,,ZONE,,18.52,18.790646,0.281423,-0.010777,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,124076095,DEOK,,,ZONE,,18.52,18.679555,0.039900,0.119655,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,970242670,EKPC,,,ZONE,,18.52,18.398480,0.051610,-0.173130,True,1
6/27/2023 9:00:00 AM,6/27/2023 5:00:00 AM,1709725933,OVEC,,,ZONE,,18.52,18.280000,0.050000,-0.290000,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,1,PJM-RTO,,,ZONE,,22.03,22.273899,0.275445,-0.031545,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,3,MID-ATL/APS,,,ZONE,,22.03,22.424030,-0.099322,0.493352,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51291,AECO,,,ZONE,,22.03,20.332486,-1.487858,-0.209656,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51292,BGE,,,ZONE,,22.03,23.433002,0.829098,0.573904,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51293,DPL,,,ZONE,,22.03,20.092543,-1.878814,-0.058643,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51295,JCPL,,,ZONE,,22.03,20.569069,-1.218429,-0.242502,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51296,METED,,,ZONE,,22.03,21.025741,-0.517890,-0.486369,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51297,PECO,,,ZONE,,22.03,19.813975,-1.710238,-0.505787,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51298,PEPCO,,,ZONE,,22.03,23.162757,0.533333,0.599424,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51299,PPL,,,ZONE,,22.03,19.691625,-1.644495,-0.693880,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51300,PENELEC,,,ZONE,,22.03,24.206975,1.993237,0.183738,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,51301,PSEG,,,ZONE,,22.03,20.618346,-1.218930,-0.192724,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,7633629,RECO,,,ZONE,,22.03,23.490664,1.560419,-0.099755,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,8394954,APS,,,ZONE,,22.03,22.099986,0.015265,0.054721,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,8445784,AEP,,,ZONE,,22.03,22.369155,0.333063,0.006092,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,33092371,COMED,,,ZONE,,22.03,22.304379,1.098750,-0.824371,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,34508503,DAY,,,ZONE,,22.03,22.809364,0.048908,0.730456,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,34964545,DOM,,,ZONE,,22.03,23.004841,0.339169,0.635672,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,37737283,DUQ,,,ZONE,,22.03,21.699162,-0.010000,-0.320838,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,116013753,ATSI,,,ZONE,,22.03,22.377789,0.276996,0.070793,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,124076095,DEOK,,,ZONE,,22.03,22.327654,0.059900,0.237754,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,970242670,EKPC,,,ZONE,,22.03,21.989671,0.072393,-0.112722,True,1
6/27/2023 10:00:00 AM,6/27/2023 6:00:00 AM,1709725933,OVEC,,,ZONE,,22.03,21.820000,0.070000,-0.280000,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,1,PJM-RTO,,,ZONE,,23.56,23.808074,0.265542,-0.017468,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,3,MID-ATL/APS,,,ZONE,,23.56,24.105844,-0.125621,0.671466,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51291,AECO,,,ZONE,,23.56,22.863990,-0.699965,0.003955,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51292,BGE,,,ZONE,,23.56,24.532091,0.202080,0.770011,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51293,DPL,,,ZONE,,23.56,22.873391,-0.851782,0.165173,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51295,JCPL,,,ZONE,,23.56,22.960570,-0.594782,-0.004648,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51296,METED,,,ZONE,,23.56,22.962883,-0.345231,-0.251886,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51297,PECO,,,ZONE,,23.56,22.445599,-0.786039,-0.328362,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51298,PEPCO,,,ZONE,,23.56,24.391856,0.087362,0.744494,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51299,PPL,,,ZONE,,23.56,21.691330,-1.376613,-0.492057,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51300,PENELEC,,,ZONE,,23.56,26.024515,2.118377,0.346138,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,51301,PSEG,,,ZONE,,23.56,22.990888,-0.587588,0.018476,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,7633629,RECO,,,ZONE,,23.56,25.816775,2.150419,0.106356,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,8394954,APS,,,ZONE,,23.56,23.522315,-0.162653,0.124968,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,8445784,AEP,,,ZONE,,23.56,23.656903,0.192384,-0.095481,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,33092371,COMED,,,ZONE,,23.56,23.493272,0.959726,-1.026454,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,34508503,DAY,,,ZONE,,23.56,24.196022,-0.100030,0.736052,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,34964545,DOM,,,ZONE,,23.56,24.166319,0.010735,0.595584,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,37737283,DUQ,,,ZONE,,23.56,23.168288,-0.121056,-0.270656,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,116013753,ATSI,,,ZONE,,23.56,23.880264,0.195801,0.124463,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,124076095,DEOK,,,ZONE,,23.56,23.573464,-0.100000,0.113464,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,970242670,EKPC,,,ZONE,,23.56,23.235591,-0.092228,-0.232181,True,1
6/27/2023 11:00:00 AM,6/27/2023 7:00:00 AM,1709725933,OVEC,,,ZONE,,23.56,23.010000,-0.090000,-0.460000,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,1,PJM-RTO,,,ZONE,,26.19,26.294223,0.116110,-0.011887,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,3,MID-ATL/APS,,,ZONE,,26.19,26.334352,-0.591332,0.735684,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,51291,AECO,,,ZONE,,26.19,25.500422,-0.864065,0.174487,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,51292,BGE,,,ZONE,,26.19,27.348423,0.237966,0.920457,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,51293,DPL,,,ZONE,,26.19,25.676590,-0.894296,0.380886,True,1
6/27/2023 12:00:00 PM,6/27/2023 8:00:00 AM,51295,JCPL,,,ZONE,,26.19,25.476795,-0.901040,0.187835,True,1
