autoformer,CNN,impactnet,informer,LSTM,nbeats,ANN,Proposed,Actual
4693.45451760651,4738.10075759551,4628.984615625211,4605.663083874551,4697.979542316621,4638.44821277204,4599.94655942041,4652.687694725681,4642.605004574831
4527.40210521952,4635.67263723288,4404.43671446195,4360.81997230943,4502.7963297756405,4437.94282327745,4371.64478548439,4429.988672475571,4478.00798075341
4225.62483754832,4454.1804430446,4371.76112971147,4328.67702240208,4368.254459849491,4298.301464734101,4273.29814175201,4304.869370641711,4275.51702502191
4313.82364750565,4382.82611714302,4170.36761547362,4356.206832276061,4275.22885020012,4261.824726654138,4178.96223095974,4246.658656647195,4241.661003514808
4331.59339959916,4303.220808372976,4284.310928568905,4366.55758272614,4325.7897884053,4302.40162729866,4275.60154030278,4286.032200265212,4209.78996538061
4368.28194588742,4632.2299681245,4436.53286381823,4514.68349831683,4499.69932188023,4472.32385668078,4442.54790607309,4424.13923217065,4383.1500066710605
4686.1711747033005,4924.39609405441,4800.305490047611,4723.36726982502,4776.6101824672205,4718.823959185311,4721.562277142911,4654.447658306151,4607.148015645131
4892.360288265811,5282.6439123728005,4947.40196494535,4934.41615489638,4987.9130133859,4914.2087741001305,4947.200191140921,4841.84237913872,4817.890954256871
5296.65219160406,5466.29361767976,5194.827449774701,5116.45532695382,5209.66156730152,5103.5440892115,5182.29164502448,5077.8242435067405,4982.82203915467
5401.783029505101,5605.331940551021,5337.49735826452,5265.065248243611,5395.297010275981,5315.56750004348,5322.090205418861,5300.95395654246,5160.787906106651
5569.36517419019,5689.61453296686,5487.4508953752,5493.27370679514,5620.112686020821,5510.229049299091,5487.46609555418,5532.060106356761,5391.35707816954
5906.90600582954,5941.359268654791,5657.541583883761,5627.3393996858,5836.760094156871,5739.804323944691,5675.50922402166,5736.196452891081,5653.15701797039
6000.633909462611,6280.284230877801,5763.14659879674,5676.4032916920405,6016.11494889256,5947.5756275658405,5875.86592605119,5954.5283951480005,5891.4709669412405
6249.77490020609,6338.114968969581,6025.030196725511,5970.99247472454,6241.54354614018,6068.191619230991,6055.778044491441,6144.300686833281,6149.6649785685
6333.735831691561,6427.67025204205,6148.1918183651005,5998.3026248692,6347.057759983991,6100.501828250651,6128.7773040476,6268.487920549311,6356.38889842828
6505.8366010114005,6559.31003065362,6212.68640635136,6270.436972070551,6454.86034363018,6246.456403988401,6202.172853984311,6386.611197148801,6535.663237930201
6464.1663960648,6608.366379713901,6319.00000103634,6140.475898939791,6585.21724999325,6305.3085255354,6253.669517493241,6478.76925372571,6706.719880669881
6508.617548042381,6725.303413774121,6372.880864047461,6301.754197969401,6631.067047011111,6316.998948902801,6315.035725786121,6511.1355205483005,6800.481213268001
6451.1405284013,6613.802272292211,6296.197903973381,6141.61128373736,6534.8986574988,6316.11579564665,6297.14020078308,6442.208423227001,6684.8449945247
6323.41062439939,6409.938728970111,6129.98943260596,6134.48519982871,6302.13683104628,6204.86837143794,6085.14050451605,6268.38369075059,6492.869019748501
6088.983864056791,6224.311286089851,6047.0218271024805,5899.53540475602,6179.76259010656,5984.19983023932,5949.48296431018,6082.35127167322,6207.943950509601
5865.91609460759,6028.20731984998,5885.502096658621,5689.800020865241,5919.117692477601,5742.6905865014605,5692.767484378141,5854.103784090701,6029.38801946684
5329.178460310651,5598.269343104201,5351.916156615301,5283.851526592291,5454.42787796232,5328.20199167001,5260.124504352751,5472.652778272281,5560.60695677768
4956.4549286856,5176.541805892351,4901.397137530601,4970.36686392528,5055.880785125561,4941.13709117733,4948.878496617021,5075.04221074869,5077.3390949370405
5056.8155389893,4976.85768321092,4818.040327444291,4592.16498207913,4779.533245457311,4806.77185190241,4763.86666098545,4785.26182719628,4750.3289587237405
4821.65036995204,4800.085316026521,4564.3674547671,4404.72986077085,4549.63139553776,4590.64764992704,4481.36642029857,4529.72098966692,4490.98299067521
4589.371120610371,4667.916845475391,4489.59886009155,4208.87744035004,4388.015321102321,4362.4259912200805,4392.213313390241,4398.89984926613,4332.397980501561
4563.18018364429,4485.703899943221,4302.43174193897,4290.44628652618,4266.63377756576,4336.541172144211,4290.19856932363,4330.34835636752,4262.70098840057
4486.742540744501,4383.22280752828,4343.00616255429,4265.100079506678,4278.89506479786,4257.54195622511,4373.02628746567,4360.46316810811,4269.25300840684
4727.266744312221,4732.4877200742,4455.43662926459,4429.61523950702,4371.051978504171,4343.437881923441,4513.443712289951,4489.87697765206,4395.080032859751
4832.487297555361,4875.6916919954,4702.12341968163,4622.63014080215,4575.252611509741,4484.312340700661,4787.093734481021,4687.92233818015,4626.45595727918
4952.51671088506,5135.1766902524205,4893.37561450685,4683.701259906111,4733.4603029548,4656.789628739671,5065.8916458592,4881.19484250852,4873.620010458781
5412.442183586591,5360.6271163285,5109.9961651838,4902.85498326796,5046.6041616088905,5005.89933945811,5252.683559593801,5134.645026849301,5128.379981650691
5686.6863842026005,5486.444140663661,5360.151796445961,5267.888652917381,5337.4953010974405,5245.34558747591,5440.84720376605,5398.0441283372,5402.11994775798
5789.943600042001,5636.40504928971,5621.57607468059,5443.77586682208,5637.684664357001,5604.78119120888,5654.629092446721,5664.846298467191,5680.0160199457005
6170.5475101717,5994.8568700102005,5928.0515119578,5821.937576766641,5951.1658984122105,5908.0735624345,5868.38646655302,5934.251927823981,5874.794884868401
6241.333486523901,6297.216315965041,6108.097631975901,5890.592042306311,6196.904620523021,6222.590237253311,6062.628753729021,6169.344638865201,6051.7261110662
6477.126205807621,6363.199264333681,6346.247179010941,6114.667995055301,6473.91702516282,6279.460564036381,6262.524478902041,6376.481706446881,6263.792036684501
6740.454792179501,6643.55387975612,6526.377242874611,6225.08346661074,6647.926845532901,6446.626475248951,6393.230303659291,6485.378645836101,6389.787005972081
6823.9323465447005,6739.126205107001,6610.295773860821,6468.0418702694005,6775.063028258111,6554.43911615642,6468.577876580801,6600.228283888951,6407.388013221501
6743.196310174781,6632.694094740801,6639.836178837852,6372.137312435101,6937.147679639551,6669.4613848134,6557.35875053471,6679.613732927321,6461.521222061101
6934.961311038221,6830.6438541432,6704.720657129301,6499.196865686581,6982.363354905001,6707.119542518701,6627.950896033151,6701.978681985781,6557.397779565701
6689.555564276721,6654.71978266165,6518.820182462701,6394.870151539701,6859.606480888401,6662.646447425601,6546.621081243001,6628.7683342298005,6524.686137247791
6657.3846711832,6377.70720659126,6349.649047638901,6187.3934228157,6552.51229346835,6407.849618656841,6330.070074242061,6409.203863174311,6316.2029395299005
6331.685064686921,6209.1433932043,6242.787789362401,5953.456382525201,6318.072561544441,6159.8854417701805,6155.183729265311,6191.773931538441,6119.22896304578
6182.38947818066,6094.303183833901,6070.3457588814,5685.3883689186505,6049.880032186021,5974.8754918751,5883.586188384781,5939.32044464792,5936.6550418346005
5528.06668790624,5669.784699473321,5536.33244237721,5378.6250425373,5587.1172117894,5455.774979538541,5442.579338447411,5538.6383552433,5561.022047379601
5054.85574448442,5275.96977664292,5097.555332980441,5194.94127968646,5193.16708736702,5093.9759765483,5069.71826234565,5126.627218155,5172.6460457346
4810.631497349201,4703.86212586894,4876.090382404211,4670.96522422677,4881.72930594461,4761.6577778333,4736.32273665956,4831.054480684141,4794.3730201936005
4673.71874236335,4550.3730042701,4599.48495398507,4406.584968328771,4651.05881840303,4558.37624136425,4454.824450627701,4564.5303138276,4594.20700612368
4453.390890890591,4358.135597844151,4491.32368040107,4401.87519858617,4516.44254760082,4390.57352265336,4351.51849135721,4410.7593603388,4405.463012260751
