autoformer,CNN,impactnet,informer,LSTM,nbeats,ANN,Proposed,Actual
1169.19381080349,1081.0274255832,1066.22938003751,1084.37809043809,1077.42955234009,1099.1162165457,1049.46339615352,1060.32745785812,1093.18801855294
1122.8936905731998,1041.78945428765,979.2626861753,1018.66456074356,1012.34326355682,996.62633795984,1005.0127797472,997.69597320062,1008.57501476474
1058.09226335765,994.5246392455,952.698062742,952.96218453139,963.643943788,980.35416026019,977.8703326566,948.82454787188,954.33300450203
1006.42338996969,977.04994111104,925.60546031983,945.90791223474,928.58321622618,962.37061502266,926.80743122175,919.40546743029,923.1110084137
964.04147995124,989.56777116542,925.01792824814,954.90018350372,913.97386399246,969.7714390422,919.23948814444,910.09143447768,910.45300676623
1043.0639838841198,1009.15756033428,956.0031977793,955.65178167268,938.86465094896,981.12942904956,933.30516917232,930.29108303602,917.36199884922
1079.04751963974,1086.3186131911,1040.2425192023,999.72269120508,966.8497558437,989.15845057465,986.89667496476,960.25829200578,947.45299519072
1211.66812375974,1192.01772314842,1111.9382842904402,1043.72507195079,1008.81522169688,1059.81928240636,1019.60340715652,1026.54608357036,999.3529980416
1213.1055186223498,1241.49013392812,1190.17108910732,1114.2314239812,1069.72491804466,1139.63905679728,1098.00235408381,1059.21961990495,1045.3550068556
1228.2700822526,1292.42851528071,1206.19420628938,1192.42067322828,1104.1912545502,1175.34261572198,1125.35830487871,1094.4254852089398,1099.99797259731
1330.8970998241198,1274.08417117129,1253.555108175,1250.4357966668,1142.0754413947,1260.3027614721,1177.15867945194,1141.0572790679498,1112.25503911885
1482.77105686588,1304.86098455951,1296.249743114,1332.0078482662998,1164.07959313924,1300.0151017701398,1207.6848447831098,1195.5640420652198,1187.2539649965
1496.4433537568002,1404.03219331652,1391.97403734809,1448.9726674116,1228.5680511974,1338.9055647485095,1284.44207237806,1266.0710250408,1266.401965959
1455.5728220104097,1466.1237924392,1447.7266117600598,1557.5701359492,1287.7768618383498,1390.88923907016,1369.54627715764,1325.9737736034,1346.23600785199
1593.25307721399,1474.4827982881998,1544.9599843693,1689.32422846702,1356.78946135532,1469.1686117112,1425.56738997519,1408.0838179022098,1424.7610013417898
1638.31288135848,1549.8013691302,1594.6829414406998,1743.6008593018,1466.5652505274998,1497.31743670102,1531.34958116425,1489.8644274099995,1519.06996344115
1663.1862867932,1672.6199347381998,1677.6539613066498,1805.86912307208,1584.5188218134,1604.8645647082,1602.2323021651,1581.0308347952196,1619.7719672989997
1770.1021846873996,1738.9123260965998,1721.3258489016998,1918.3095768748,1651.5195814200797,1683.6713668052198,1689.0784447937,1665.3839298795197,1694.4850343085
