autoformer,CNN,impactnet,informer,LSTM,nbeats,ANN,Proposed,Actual
1573.79549954725,1630.94815140691,1519.2633000097,1539.4960000340202,1580.2994315836,1569.64194122869,1577.64258663613,1550.70722817892,1559.75699432476
1573.85433762424,1584.4924152463,1497.8003159581,1490.53417171057,1517.90695819357,1496.45103937693,1528.71178535866,1494.39813871222,1494.58698377779
1539.51059707606,1527.0764834046402,1465.1867581372,1450.16621858185,1479.24552592033,1480.31270966509,1495.27981004941,1463.38015756198,1469.15600380507
1475.74168594216,1511.13922961323,1428.01367426347,1444.79099115694,1471.80838299082,1466.25549156793,1470.15701762524,1447.69290311044,1461.08498932396
1526.61344390212,1546.47908497432,1479.0612799228002,1475.42500011571,1488.4012206007,1482.89980208062,1510.69228684885,1470.17504730502,1480.89000934714
1622.08601390647,1610.56294895251,1579.30488311995,1567.24477699258,1550.49177183922,1584.15759976033,1602.21614035861,1545.87399092455,1559.74999574296
1759.23922103587,1753.4880031354,1731.0867592137702,1755.28173965074,1668.12616761448,1754.26856162887,1762.7007029308602,1679.36344048165,1674.7409938457802
1819.38654938446,1854.4345472212,1827.22197827155,1845.1639591562805,1759.38960722812,1853.78561205544,1852.74225681538,1770.4774437105702,1802.2479557005
1892.47380557242,1937.3987352706,1887.97631694826,1880.40900039727,1812.69370562938,1885.93426408534,1913.566231381,1840.56744059965,1843.43002718875
1949.0539734408403,1980.9932345686,1918.0796501104,1956.19087721113,1860.5241965415703,1947.62111379703,1963.48148316838,1887.6217388003504,1916.478974473
2002.53240318208,2007.41431390654,1979.60429935723,1999.1998284985305,1920.08750990224,2010.6860509183,1999.993717624,1950.48603324673,1984.6840199972803
2002.8969626407,2067.12001508026,2008.24632863953,2034.40901033944,1944.19682436532,2022.71331370108,2028.04125070897,1976.5002283694505,2010.06697636822
2042.56732379686,2100.9677561383,2027.5567988788,2077.5181746529,1965.8508030469,2099.0283158152,2062.5933656986,2003.2618886917,2038.3329818483803
2153.0352051355003,2101.6273891362403,2055.19216548562,2119.1855644624,1981.50868011817,2086.1972492494,2087.9657242171,2029.51868465353,2097.79994806627
2042.7285577909,2123.40897529264,2068.02799775236,2091.31131293014,1964.05774972645,2062.00290201745,2074.4884552651,2024.0601741052,2113.5470403922
2065.8758671957003,2114.6281046575305,2040.4030290385,2077.386368029,1963.8658719421,2051.5224424555,2049.9596424762703,2019.84106240378,2147.6970202042603
2041.36856671426,2116.0293707035003,2028.99675708415,2074.10376655216,1975.41728115235,2050.43176347184,2037.2386702675003,2022.0936559358504,2154.3299427685
2107.6012452544,2121.7142187199,2030.0176835358704,2086.36214916724,1958.86981768114,2038.05647121412,2035.26332055445,2025.40913408386,2190.7680589102
2040.05888211013,2086.15785723184,2017.676800972,2050.1833804711,1924.1287576462,1981.68462779728,2020.41414627346,1993.8016890498704,2166.90597768085
2037.85509535447,2049.28132993024,1978.5402816375704,2026.59652680268,1904.2339558165,1973.07310617844,1984.79506416184,1964.53333668634,2084.85495458674
2007.65303219908,2026.9906302744705,1950.78398953522,1985.31009312916,1901.38160048746,1973.22924120574,1984.8711154174,1946.9741282362,2038.49298275896
1935.4460143053705,1958.4205920460304,1894.831694434,1960.7759314242403,1844.48649643804,1901.1898226828505,1922.8731787447,1895.3000995159,1990.88498009485
1858.01585483458,1833.46386340936,1787.9002298054802,1817.54182320172,1736.5090770962202,1776.1905693301,1792.08361541314,1781.0690807434005,1835.7230056144
1716.91663066357,1711.09384393255,1656.3223595506,1751.22949413538,1633.35328069564,1657.77866444344,1674.5738777103702,1653.03910820545,1703.4270142136802
1682.01128725252,1696.0439769868,1621.7242872071502,1632.17118690304,1657.7225424827202,1628.14575262129,1658.18289919555,1613.9174025358302,1619.34900187081
1628.85079308448,1606.92435294811,1576.5601893076,1570.67811459076,1591.3068676918,1533.87875498515,1587.28050026581,1557.19986250465,1552.71598778842
1642.5842434569402,1588.0886864941,1536.25897265533,1516.83375900112,1548.95631631888,1524.33287270614,1559.07249969814,1523.76775388908,1498.67700497158
1530.01703752765,1571.08909797532,1484.48289794707,1505.70701373652,1532.60471315833,1494.11486278222,1529.56966151773,1508.06881847125,1473.74699014942
1585.41907746649,1567.64073008956,1539.00634925737,1498.75005683494,1548.56479565704,1527.92942722987,1558.87763918488,1527.96910252336,1473.15099425599
1713.56867576335,1679.4050153902,1644.3936767914602,1615.06160400697,1624.20058540747,1625.26976874703,1643.92163911234,1611.56531249917,1543.64999159812
1850.7984507103,1797.99441764194,1767.8407113541302,1749.0742308802,1736.5037115168402,1773.63372078592,1792.29567244168,1731.6427632112,1644.8830109656
1926.63013409797,1902.99840618958,1879.49191956883,1841.93261395948,1828.18063400854,1864.6436451055,1909.19101797886,1826.5286687645205,1768.323996754
2009.30773022266,1945.08137845168,1968.42568127086,1906.85662435618,1912.58952930094,1932.33681102427,1961.02219818715,1907.20415393242,1868.00902980706
2121.86790424357,2021.36513689705,2011.4294002852,2011.4322330445,1970.7349799788,2014.1563476937,2028.2578234891,1973.57795387557,1960.22301013546
