autoformer,CNN,impactnet,informer,LSTM,nbeats,ANN,Proposed,Actual
1292.47800891384,1397.17765198512,1322.62529222668,1360.42805615956,1330.48541431086,1334.48262853794,1295.59007386272,1344.20540343476,1289.31799618766
1248.60482846944,1354.79150129068,1314.74499175432,1320.0226132438802,1274.71531215076,1255.813509436,1229.77534187218,1278.97119893874,1245.1730123285402
1237.9616841538,1269.0191337387,1257.68613749006,1272.87580049572,1236.83392087558,1238.18995764858,1206.56467314348,1236.40943841424,1209.643996860592
1180.94635980948,1222.01753175448,1198.70681258152,1272.8859861113,1210.06279220714,1250.34116913018,1173.3225580317,1211.13726069816,1163.85999843962
1221.03636420342,1261.1308916418002,1224.55190926,1267.19780191732,1198.06443508396,1241.8039928744,1174.836505155432,1215.43786076073,1166.77300560519
1240.5496369454,1285.02504848516,1240.87485786558,1330.2442378676,1238.72097709078,1301.94398708602,1219.19792195036,1238.93652294888,1209.37301039886
1341.28653208948,1333.76323656664,1315.69763607552,1417.66369484294,1294.99988668802,1345.89597018452,1267.12206721972,1286.0281475424,1268.37900023218
1426.28496816918,1384.1222874262,1395.47726777456,1512.0909605244,1358.37185911972,1443.41670023288,1339.74943328944,1361.01764727414,1335.36499035852
1386.94999663548,1498.88847430292,1452.98350022124,1582.0089879122002,1438.61680339832,1496.891778088,1418.45936497842,1440.44570868946,1389.76599501652
1518.22576906006,1589.321418402,1527.7508623712,1641.09004625828,1518.14985905066,1568.8018734592,1471.89392827656,1511.50100125504,1452.93798927796
1576.7971960035402,1663.77595417604,1589.62546165674,1694.4401268,1594.8926520942,1627.675257447,1534.9070900472,1591.45436694788,1519.8339918573602
1634.92390950396,1766.6344025990002,1663.7972019662,1767.56814830816,1642.88343337874,1674.6567161054,1590.21615723566,1664.1106594646,1598.33602128272
1678.7784718352,1817.86412198208,1716.5387051254002,1799.4355910026002,1687.18709194804,1681.96656951174,1658.2664652998,1739.10163181546,1657.9480114151002
1686.75088112728,1883.1897515818,1740.05331192176,1810.7743199471,1731.08706003548,1755.78833487486,1698.804514061,1797.4212584206,1741.3689919183998
1751.48087135532,1951.186011018,1793.95767578154,1862.82381483816,1755.34972228244,1775.91114921426,1735.2560447642,1839.45143850514,1816.2050412316
1674.6280175637398,1961.9768905875,1787.40136508514,1915.61969971772,1792.57067894466,1822.01666246396,1762.22683604166,1873.463277606,1816.47596808732
1730.38015026434,2030.2537365596,1848.45964250516,1940.7877422246,1811.8114645559,1811.1518539084,1770.9933551942,1898.8182726164,1862.41702133744
1761.00331745828,2017.5715056358,1843.06677103828,1946.4380415386,1810.9799606885,1854.6221678364,1767.7988235746002,1921.59080209454,1906.9700083487
1746.7603557038,1995.5102687238,1835.1055817014,1939.1855676844,1792.27924060834,1782.9595250709,1753.6944633292,1894.9558030388,1873.0009803894
1682.47222133648,1924.72385186588,1746.4259309141198,1876.1483531348,1732.49846027492,1758.9461912659,1681.52816729348,1825.27369274026,1879.98897886212
1652.5446387714,1872.2715079896,1713.10676626624,1822.27042629446,1688.5833978415,1708.90873237226,1645.99625216836,1768.35445679352,1823.57101194512
1641.253156357,1770.8141514722402,1665.07973050146,1757.5239742884,1639.668337685,1650.73933044854,1597.275314768,1715.2818948312,1741.88102509266
1490.00810766746,1677.029035383,1558.97873255688,1644.515708955,1553.8158000468802,1582.03658198952,1507.39346331222,1619.76120945314,1627.32196910764
1464.1247754854,1558.0407968957002,1445.1096687543,1537.6726687545602,1462.4381006576,1465.2969101802,1412.89698453212,1519.4278645414802,1531.3400208526
1385.42236467264,1480.91144133316,1462.04568272448,1455.34877196448,1438.1812587624,1463.72546779854,1416.95043878464,1422.2390172617002,1437.5240148242
1329.74116312632,1421.97242060744,1445.2457107111,1385.84355127214,1374.75313396116,1376.8831372688,1316.83214885804,1346.0878664808,1362.29598585738
1261.49213913688,1365.63562305384,1366.52952039086,1342.76523452894,1324.4600879943,1331.34833405282,1300.54804934734,1296.90570126582,1295.6189827785402
1189.145061573,1311.5246717689402,1302.57156826766,1316.13412739516,1284.61164572958,1320.0385490865,1253.9942112315,1267.56620213384,1272.85400923898
1260.99402571954,1304.42743651364,1325.87075192418,1382.908428523,1264.37114457884,1294.6480534366,1249.79372297232,1267.0915804977,1268.18699874882
