model,mape,cost,potential load loss
Proposed,5.515727129374842,91785254.59143795,49071.1079163954
autoformer,7.013514008408824,92615667.68864238,120028.2138007786
CNN,6.307232718259701,91780087.94805197,34233.12037128114
impactnet,5.85035225101826,91773477.41415727,67770.82913890167
informer,5.891389142418174,91775367.11314496,29805.108951018155
LSTM,5.397033322087387,91869801.90528898,58771.201799553106
nbeats,6.69500873731346,91649514.52107333,61627.42778795594
ANN,5.92165241267591,91911823.97038767,75145.6368242823
