model,mape,cost,potential load loss
Proposed,4.881828295269345,21361074.652328268,11625.502790564
autoformer,7.451966976150566,21678980.410319522,16435.97083373832
CNN,5.132205481149711,21606766.39784718,11377.454221980403
impactnet,4.676432539791787,21674234.219077475,14697.12391043736
informer,8.271177426253178,21447281.289644815,6052.812850962399
LSTM,4.396728596710696,21455075.328367367,11308.48909668352
nbeats,5.9421311152470855,21525754.700403225,14978.52352201576
ANN,5.588088722148908,21723016.68543974,20769.18960752144
