model,mape,cost,potential load loss
Proposed,2.685620779225129,49348814.63178471,8766.037388207049
autoformer,4.897656861439313,49658077.57043009,33641.7825336625
CNN,4.444654740213629,49479603.40578853,36707.291073699496
impactnet,3.7184126008412894,49458414.65356891,24499.750911213494
informer,4.22441724299684,49408772.442815475,6484.399965062999
LSTM,3.315841895862518,49565588.48962121,22423.743678894753
nbeats,4.1516545981340975,49409931.91325803,24968.911961126
ANN,3.8381676269466527,49428089.43800239,26867.327444552502
