model,mape,cost,potential load loss
Proposed,3.9449264304960803,65330972.09042485,13396.310464934344
autoformer,5.055977985321258,65103935.51220894,37747.150201943405
CNN,4.512844917260666,65623841.789814636,26187.5359507572
impactnet,3.594165812573534,65348882.90078846,26432.16655535814
informer,3.928417927533137,65345316.12955762,24260.422756265772
LSTM,3.183389967160689,65360149.36271991,18455.199949017013
nbeats,4.082358747996944,65270157.84986083,29364.717386290493
ANN,4.69145914132553,65240355.94564295,27652.860734622067
