model,mape,cost,potential load loss
Proposed,6.041979184875037,20057466.663536437,14166.137890001894
autoformer,7.144141869347914,20117275.034225352,25375.795513328587
CNN,6.579848300102464,20057257.6959177,16496.796210204262
impactnet,6.676113529984777,20072169.494083755,19719.68551095263
informer,5.930995944107606,20097951.452126287,12322.254377680292
LSTM,6.336833232576461,20088218.658273336,16681.665639643983
nbeats,7.201373492932266,20070089.287372332,22604.936877714055
ANN,7.121573782934335,20017502.44541825,14905.026029041024
