model,mape,cost,potential load loss
Proposed,2.5403056841515745,42820961.02863735,9423.489208037028
autoformer,5.07191622551023,43449358.26126596,20358.481723157543
CNN,5.140726216306463,43401294.80272558,14347.972496772249
impactnet,3.749898341305506,43257867.16344569,16848.71492158078
informer,5.486947644242874,42957567.280649595,8137.454667850972
LSTM,3.442932251449881,42915091.438261084,18127.439320053418
nbeats,4.06072121243602,43290092.71421318,17944.15603012067
ANN,4.3996767165834605,44040487.5805973,28845.967162113924
